numbers,pokedex_number,name,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,icon,type1,type2,height_m,weight_kgs
395,343,Baltoy,40,40,55,40,70,55,3,False,http://cdn.bulbagarden.net/upload/6/6e/343MS.png,Ground,Psychic,0.5,21.5
396,344,Claydol,60,70,105,70,120,75,3,False,http://cdn.bulbagarden.net/upload/7/75/344MS.png,Ground,Psychic,1.5,108.0
397,345,Lileep,66,41,77,61,87,23,3,False,http://cdn.bulbagarden.net/upload/8/88/345MS.png,Rock,Grass,1.0,23.8
398,346,Cradily,86,81,97,81,107,43,3,False,http://cdn.bulbagarden.net/upload/1/16/346MS.png,Rock,Grass,1.5,60.4
399,347,Anorith,45,95,50,40,50,75,3,False,http://cdn.bulbagarden.net/upload/b/b2/347MS.png,Rock,Bug,0.7,12.5
400,348,Armaldo,75,125,100,70,80,45,3,False,http://cdn.bulbagarden.net/upload/6/69/348MS.png,Rock,Bug,1.5,68.2
401,349,Feebas,20,15,20,10,55,80,3,False,http://cdn.bulbagarden.net/upload/7/7d/349MS.png,Water,,0.6,7.4
402,350,Milotic,95,60,79,100,125,81,3,False,http://cdn.bulbagarden.net/upload/5/5a/350MS.png,Water,,6.2,162.0
403,351,Castform,70,70,70,70,70,70,3,False,http://cdn.bulbagarden.net/upload/f/fc/351MS.png,Normal,,0.3,0.8
404,352,Kecleon,60,90,70,60,120,40,3,False,http://cdn.bulbagarden.net/upload/3/39/352MS.png,Normal,,1.0,22.0
405,353,Shuppet,44,75,35,63,33,45,3,False,http://cdn.bulbagarden.net/upload/f/fd/353MS.png,Ghost,,0.6,2.3
406,354,Banette,64,115,65,83,63,65,3,False,http://cdn.bulbagarden.net/upload/c/c8/354MS.png,Ghost,,1.1,12.5
407,354,Banette (Mega Banette),64,165,75,93,83,75,3,False,https://cdn.bulbagarden.net/upload/5/5e/354MMS.png,Ghost,1.2,13.0,
408,355,Duskull,20,40,90,30,90,25,3,False,http://cdn.bulbagarden.net/upload/2/2d/355MS.png,Ghost,,0.8,15.0
409,356,Dusclops,40,70,130,60,130,25,3,False,http://cdn.bulbagarden.net/upload/c/cd/356MS.png,Ghost,,1.6,30.6
410,357,Tropius,99,68,83,72,87,51,3,False,http://cdn.bulbagarden.net/upload/0/0b/357MS.png,Grass,Flying,2.0,100.0
411,358,Chimecho,75,50,80,95,90,65,3,False,http://cdn.bulbagarden.net/upload/7/78/358MS.png,Psychic,,0.6,1.0
413,359,Absol,65,130,60,75,60,75,3,False,http://cdn.bulbagarden.net/upload/7/7c/359MS.png,Dark,,1.2,47.0
412,359,Absol (Mega Absol),65,150,60,115,60,115,3,False,https://cdn.bulbagarden.net/upload/6/62/359MMS.png,Dark,,1.2,49.0
414,360,Wynaut,95,23,48,23,48,23,3,False,http://cdn.bulbagarden.net/upload/4/44/360MS.png,Psychic,,0.6,14.0
415,361,Snorunt,50,50,50,50,50,50,3,False,http://cdn.bulbagarden.net/upload/6/66/361MS.png,Ice,,0.7,16.8
416,362,Glalie,80,80,80,80,80,80,3,False,http://cdn.bulbagarden.net/upload/d/d0/362MS.png,Ice,,1.5,256.5
417,362,Glalie (Mega Glalie),80,120,80,120,80,100,3,False,https://cdn.bulbagarden.net/upload/d/d8/362MMS.png,Ice,,2.1,350.2
418,363,Spheal,70,40,50,55,50,25,3,False,http://cdn.bulbagarden.net/upload/4/43/363MS.png,Ice,Water,0.8,39.5
419,364,Sealeo,90,60,70,75,70,45,3,False,http://cdn.bulbagarden.net/upload/9/92/364MS.png,Ice,Water,1.1,87.6
420,365,Walrein,110,80,90,95,90,65,3,False,http://cdn.bulbagarden.net/upload/6/66/365MS.png,Ice,Water,1.4,150.6
421,366,Clamperl,35,64,85,74,55,32,3,False,http://cdn.bulbagarden.net/upload/b/bb/366MS.png,Water,,0.4,52.5
422,367,Huntail,55,104,105,94,75,52,3,False,http://cdn.bulbagarden.net/upload/2/2e/367MS.png,Water,,1.7,27.0
423,368,Gorebyss,55,84,105,114,75,52,3,False,http://cdn.bulbagarden.net/upload/d/dc/368MS.png,Water,,1.8,22.6
424,369,Relicanth,100,90,130,45,65,55,3,False,http://cdn.bulbagarden.net/upload/6/6a/369MS.png,Water,Rock,1.0,23.4
425,370,Luvdisc,43,30,55,40,65,97,3,False,http://cdn.bulbagarden.net/upload/d/d1/370MS.png,Water,,0.6,8.7
426,371,Bagon,45,75,60,40,30,50,3,False,http://cdn.bulbagarden.net/upload/f/fe/371MS.png,Dragon,,0.6,42.1
427,372,Shelgon,65,95,100,60,50,50,3,False,http://cdn.bulbagarden.net/upload/2/25/372MS.png,Dragon,,1.1,110.5
429,373,Salamence,95,135,80,110,80,100,3,False,http://cdn.bulbagarden.net/upload/8/8c/373MS.png,Dragon,Flying,1.5,102.6
428,373,Salamence (Mega Salamence),95,145,130,120,90,120,3,False,https://cdn.bulbagarden.net/upload/4/4a/373MMS.png,Dragon,Flying,1.8,112.6
430,374,Beldum,40,55,80,35,60,30,3,False,http://cdn.bulbagarden.net/upload/c/c8/374MS.png,Steel,Psychic,0.6,95.2
431,375,Metang,60,75,100,55,80,50,3,False,http://cdn.bulbagarden.net/upload/2/22/375MS.png,Steel,Psychic,1.2,202.5
433,376,Metagross,80,135,130,95,90,70,3,False,http://cdn.bulbagarden.net/upload/2/2d/376MS.png,Steel,Psychic,1.6,550.0
432,376,Metagross (Mega Metagross),80,145,150,105,110,110,3,False,https://cdn.bulbagarden.net/upload/5/54/376MMS.png,Steel,Psychic,2.5,942.9
434,377,Regirock,80,100,200,50,100,50,3,True,http://cdn.bulbagarden.net/upload/6/6c/377MS.png,Rock,,1.7,230.0
435,378,Regice,80,50,100,100,200,50,3,True,http://cdn.bulbagarden.net/upload/9/99/378MS.png,Ice,,1.8,175.0
436,379,Registeel,80,75,150,75,150,50,3,True,http://cdn.bulbagarden.net/upload/2/2e/379MS.png,Steel,,1.9,205.0
438,380,Latias,80,80,90,110,130,110,3,True,http://cdn.bulbagarden.net/upload/8/84/380MS.png,Dragon,Psychic,1.4,40.0
437,380,Latias (Mega Latias),80,100,120,140,150,110,3,True,https://cdn.bulbagarden.net/upload/2/24/380MMS.png,Dragon,Psychic,1.8,52.0
439,381,Latios,80,90,80,130,110,110,3,True,http://cdn.bulbagarden.net/upload/a/a4/381MS.png,Dragon,Psychic,2.0,60.0
440,381,Latios (Mega Latios),80,130,100,160,120,110,3,True,https://cdn.bulbagarden.net/upload/2/2d/381MMS.png,Dragon,Psychic,2.3,70.0
441,382,Kyogre,100,100,90,150,140,90,3,True,http://cdn.bulbagarden.net/upload/1/11/382MS.png,Water,,4.5,352.0
442,382,Kyogre (Primal Kyogre),100,150,90,180,160,90,3,True,https://cdn.bulbagarden.net/upload/0/02/382PMS.png,Water,,9.8,430.0
443,383,Groudon,100,150,140,100,90,90,3,True,http://cdn.bulbagarden.net/upload/b/bc/383MS.png,Ground,,3.5,950.0
444,383,Groudon (Primal Groudon),100,180,160,150,90,90,3,True,https://cdn.bulbagarden.net/upload/9/98/383PMS.png,Ground,Fire,5.0,999.7
445,384,Rayquaza,105,150,90,150,90,95,3,True,http://cdn.bulbagarden.net/upload/9/90/384MS.png,Dragon,Flying,7.0,206.5
446,384,Rayquaza (Mega Rayquaza),105,180,100,180,100,115,3,True,https://cdn.bulbagarden.net/upload/a/ad/384MMS.png,Dragon,Flying,10.8,392.0
447,385,Jirachi,100,100,100,100,100,100,3,True,http://cdn.bulbagarden.net/upload/9/9e/385MS.png,Steel,Psychic,0.3,1.1
448,386,Deoxys (Attack Forme),50,180,20,180,20,150,3,True,https://cdn.bulbagarden.net/upload/0/07/386AMS.png,Psychic,,1.7,60.8
449,386,Deoxys (Defense Forme),50,70,160,70,160,90,3,True,https://cdn.bulbagarden.net/upload/2/20/386DMS.png,Psychic,,1.7,60.8
451,386,Deoxys (Normal Forme),50,150,50,150,50,150,3,True,http://cdn.bulbagarden.net/upload/8/86/386MS.png,Psychic,,1.7,60.8
450,386,Deoxys (Speed Forme),50,95,90,95,90,180,3,True,https://cdn.bulbagarden.net/upload/f/fa/386SMS.png,Psychic,,1.7,60.8
452,387,Turtwig,55,68,64,45,55,31,4,False,http://cdn.bulbagarden.net/upload/2/27/387MS.png,Grass,,0.4,10.2
453,388,Grotle,75,89,85,55,65,36,4,False,http://cdn.bulbagarden.net/upload/4/40/388MS.png,Grass,,1.1,97.0
454,389,Torterra,95,109,105,75,85,56,4,False,http://cdn.bulbagarden.net/upload/1/1f/389MS.png,Grass,Ground,2.2,310.0
455,390,Chimchar,44,58,44,58,44,61,4,False,http://cdn.bulbagarden.net/upload/9/93/390MS.png,Fire,,0.5,6.2
456,391,Monferno,64,78,52,78,52,81,4,False,http://cdn.bulbagarden.net/upload/7/70/391MS.png,Fire,Fighting,0.9,22.0
457,392,Infernape,76,104,71,104,71,108,4,False,http://cdn.bulbagarden.net/upload/f/f5/392MS.png,Fire,Fighting,1.2,55.0
458,393,Piplup,53,51,53,61,56,40,4,False,http://cdn.bulbagarden.net/upload/8/85/393MS.png,Water,,0.4,5.2
459,394,Prinplup,64,66,68,81,76,50,4,False,http://cdn.bulbagarden.net/upload/a/a3/394MS.png,Water,,0.8,23.0
460,395,Empoleon,84,86,88,111,101,60,4,False,http://cdn.bulbagarden.net/upload/f/ff/395MS.png,Water,Steel,1.7,84.5
461,396,Starly,40,55,30,30,30,60,4,False,http://cdn.bulbagarden.net/upload/1/16/396MS.png,Normal,Flying,0.3,2.0
462,397,Staravia,55,75,50,40,40,80,4,False,http://cdn.bulbagarden.net/upload/e/e2/397MS.png,Normal,Flying,0.6,15.5
463,398,Staraptor,85,120,70,50,60,100,4,False,http://cdn.bulbagarden.net/upload/5/5f/398MS.png,Normal,Flying,1.2,24.9
464,399,Bidoof,59,45,40,35,40,31,4,False,http://cdn.bulbagarden.net/upload/b/bc/399MS.png,Normal,,0.5,20.0
465,400,Bibarel,79,85,60,55,60,71,4,False,http://cdn.bulbagarden.net/upload/b/b1/400MS.png,Normal,Water,1.0,31.5
466,401,Kricketot,37,25,41,25,41,25,4,False,http://cdn.bulbagarden.net/upload/f/f9/401MS.png,Bug,,0.3,2.2
467,402,Kricketune,77,85,51,55,51,65,4,False,http://cdn.bulbagarden.net/upload/1/18/402MS.png,Bug,,1.0,25.5
468,403,Shinx,45,65,34,40,34,45,4,False,http://cdn.bulbagarden.net/upload/a/a0/403MS.png,Electric,,0.5,9.5
469,404,Luxio,60,85,49,60,49,60,4,False,http://cdn.bulbagarden.net/upload/e/e3/404MS.png,Electric,,0.9,30.5
470,405,Luxray,80,120,79,95,79,70,4,False,http://cdn.bulbagarden.net/upload/8/8a/405MS.png,Electric,,1.4,42.0
471,406,Budew,40,30,35,50,70,55,4,False,http://cdn.bulbagarden.net/upload/e/ef/406MS.png,Grass,Poison,0.2,1.2
472,407,Roserade,60,70,65,125,105,90,4,False,http://cdn.bulbagarden.net/upload/f/fe/407MS.png,Grass,Poison,0.9,14.5
473,408,Cranidos,67,125,40,30,30,58,4,False,http://cdn.bulbagarden.net/upload/9/98/408MS.png,Rock,,0.9,31.5
474,409,Rampardos,97,165,60,65,50,58,4,False,http://cdn.bulbagarden.net/upload/9/91/409MS.png,Rock,,1.6,102.5
475,410,Shieldon,30,42,118,42,88,30,4,False,http://cdn.bulbagarden.net/upload/9/9e/410MS.png,Rock,Steel,0.5,57.0
476,411,Bastiodon,60,52,168,47,138,30,4,False,http://cdn.bulbagarden.net/upload/e/ef/411MS.png,Rock,Steel,1.3,149.5
477,412,Burmy,40,29,45,29,45,36,4,False,http://cdn.bulbagarden.net/upload/8/87/412MS.png,Bug,,0.2,3.4
478,413,Wormadam (Plant Cloak),60,59,85,79,105,36,4,False,http://cdn.bulbagarden.net/upload/f/fa/413MS.png,Bug,Grass,0.5,6.5
479,413,Wormadam (Sandy Cloak),60,79,105,59,85,36,4,False,https://cdn.bulbagarden.net/upload/8/86/413GMS.png,Bug,Ground,0.5,6.5
480,413,Wormadam (Trash Cloak),60,69,95,69,95,36,4,False,https://cdn.bulbagarden.net/upload/8/8e/413SMS.png,Bug,Steel,0.5,6.5
481,414,Mothim,70,94,50,94,50,66,4,False,http://cdn.bulbagarden.net/upload/8/8e/414MS.png,Bug,Flying,0.9,23.3
482,415,Combee,30,30,42,30,42,70,4,False,http://cdn.bulbagarden.net/upload/e/ee/415MS.png,Bug,Flying,0.3,5.5
483,416,Vespiquen,70,80,102,80,102,40,4,False,http://cdn.bulbagarden.net/upload/d/dd/416MS.png,Bug,Flying,1.2,38.5
484,417,Pachirisu,60,45,70,45,90,95,4,False,http://cdn.bulbagarden.net/upload/1/14/417MS.png,Electric,,0.4,3.9
485,418,Buizel,55,65,35,60,30,85,4,False,http://cdn.bulbagarden.net/upload/7/7c/418MS.png,Water,,0.7,29.5
486,419,Floatzel,85,105,55,85,50,115,4,False,http://cdn.bulbagarden.net/upload/6/6c/419MS.png,Water,,1.1,33.5
487,420,Cherubi,45,35,45,62,53,35,4,False,http://cdn.bulbagarden.net/upload/5/5d/420MS.png,Grass,,0.4,3.3
488,421,Cherrim,70,60,70,87,78,85,4,False,http://cdn.bulbagarden.net/upload/6/65/421MS.png,Grass,,0.5,9.3
489,422,Shellos,76,48,48,57,62,34,4,False,http://cdn.bulbagarden.net/upload/f/f1/422MS.png,Water,,0.3,6.3
490,423,Gastrodon,111,83,68,92,82,39,4,False,http://cdn.bulbagarden.net/upload/4/44/423MS.png,Water,Ground,0.9,29.9
491,424,Ambipom,75,100,66,60,66,115,4,False,http://cdn.bulbagarden.net/upload/5/5b/424MS.png,Normal,,1.2,20.3
492,425,Drifloon,90,50,34,60,44,70,4,False,http://cdn.bulbagarden.net/upload/0/03/425MS.png,Ghost,Flying,0.4,1.2
493,426,Drifblim,150,80,44,90,54,80,4,False,http://cdn.bulbagarden.net/upload/4/45/426MS.png,Ghost,Flying,1.2,15.0
494,427,Buneary,55,66,44,44,56,85,4,False,http://cdn.bulbagarden.net/upload/4/42/427MS.png,Normal,,0.4,5.5
495,428,Lopunny,65,76,84,54,96,105,4,False,http://cdn.bulbagarden.net/upload/3/33/428MS.png,Normal,,1.2,33.3
496,428,Lopunny (Mega Lopunny),65,136,94,54,96,135,4,False,https://cdn.bulbagarden.net/upload/c/cc/428MMS.png,Normal,Fighting,1.3,28.3
497,429,Mismagius,60,60,60,105,105,105,4,False,http://cdn.bulbagarden.net/upload/4/47/429MS.png,Ghost,,0.9,4.4
498,430,Honchkrow,100,125,52,105,52,71,4,False,http://cdn.bulbagarden.net/upload/c/c0/430MS.png,Dark,Flying,0.9,27.3
499,431,Glameow,49,55,42,42,37,85,4,False,http://cdn.bulbagarden.net/upload/f/f1/431MS.png,Normal,,0.5,3.9
500,432,Purugly,71,82,64,64,59,112,4,False,http://cdn.bulbagarden.net/upload/3/3f/432MS.png,Normal,,1.0,43.8
501,433,Chingling,45,30,50,65,50,45,4,False,http://cdn.bulbagarden.net/upload/7/72/433MS.png,Psychic,,0.2,0.6
502,434,Stunky,63,63,47,41,41,74,4,False,http://cdn.bulbagarden.net/upload/f/f9/434MS.png,Poison,Dark,0.4,19.2
503,435,Skuntank,103,93,67,71,61,84,4,False,http://cdn.bulbagarden.net/upload/8/8a/435MS.png,Poison,Dark,1.0,38.0
504,436,Bronzor,57,24,86,24,86,23,4,False,http://cdn.bulbagarden.net/upload/6/63/436MS.png,Steel,Psychic,0.5,60.5
505,437,Bronzong,67,89,116,79,116,33,4,False,http://cdn.bulbagarden.net/upload/0/0c/437MS.png,Steel,Psychic,1.3,187.0
506,438,Bonsly,50,80,95,10,45,10,4,False,http://cdn.bulbagarden.net/upload/7/7a/438MS.png,Rock,,0.5,15.0
507,439,Mime Jr.,20,25,45,70,90,60,4,False,http://cdn.bulbagarden.net/upload/4/4d/439MS.png,Psychic,Fairy,0.6,13.0
508,440,Happiny,100,5,5,15,65,30,4,False,http://cdn.bulbagarden.net/upload/8/8e/440MS.png,Normal,,0.6,24.4
509,441,Chatot,76,65,45,92,42,91,4,False,http://cdn.bulbagarden.net/upload/d/db/441MS.png,Normal,Flying,0.5,1.9
510,442,Spiritomb,50,92,108,92,108,35,4,False,http://cdn.bulbagarden.net/upload/e/e0/442MS.png,Ghost,Dark,1.0,108.0
511,443,Gible,58,70,45,40,45,42,4,False,http://cdn.bulbagarden.net/upload/7/7c/443MS.png,Dragon,Ground,0.7,20.5
512,444,Gabite,68,90,65,50,55,82,4,False,http://cdn.bulbagarden.net/upload/6/69/444MS.png,Dragon,Ground,1.4,56.0
513,445,Garchomp,108,130,95,80,85,102,4,False,http://cdn.bulbagarden.net/upload/6/63/445MS.png,Dragon,Ground,1.9,95.0
514,445,Garchomp (Mega Garchomp),108,170,115,120,95,92,4,False,https://cdn.bulbagarden.net/upload/7/7f/445MMS.png,Dragon,Ground,1.9,95.0
515,446,Munchlax,135,85,40,40,85,5,4,False,http://cdn.bulbagarden.net/upload/0/06/446MS.png,Normal,,0.6,105.0
516,447,Riolu,40,70,40,35,40,60,4,False,http://cdn.bulbagarden.net/upload/0/0a/447MS.png,Fighting,,0.7,20.2
517,448,Lucario,70,110,70,115,70,90,4,False,http://cdn.bulbagarden.net/upload/b/be/448MS.png,Fighting,Steel,1.2,54.0
518,448,Lucario (Mega Lucario),70,145,88,140,70,112,4,False,https://cdn.bulbagarden.net/upload/f/fc/448MMS.png,Fighting,Steel,1.3,57.5
519,449,Hippopotas,68,72,78,38,42,32,4,False,http://cdn.bulbagarden.net/upload/5/58/449MS.png,Ground,,0.8,49.5
520,450,Hippowdon,108,112,118,68,72,47,4,False,http://cdn.bulbagarden.net/upload/5/57/450MS.png,Ground,,2.0,300.0
521,451,Skorupi,40,50,90,30,55,65,4,False,http://cdn.bulbagarden.net/upload/0/02/451MS.png,Poison,Bug,0.8,12.0
522,452,Drapion,70,90,110,60,75,95,4,False,http://cdn.bulbagarden.net/upload/9/96/452MS.png,Poison,Dark,1.3,61.5
523,453,Croagunk,48,61,40,61,40,50,4,False,http://cdn.bulbagarden.net/upload/2/2c/453MS.png,Poison,Fighting,0.7,23.0
524,454,Toxicroak,83,106,65,86,65,85,4,False,http://cdn.bulbagarden.net/upload/f/f9/454MS.png,Poison,Fighting,1.3,44.4
525,455,Carnivine,74,100,72,90,72,46,4,False,http://cdn.bulbagarden.net/upload/d/d1/455MS.png,Grass,,1.4,27.0
526,456,Finneon,49,49,56,49,61,66,4,False,http://cdn.bulbagarden.net/upload/7/73/456MS.png,Water,,0.4,7.0
527,457,Lumineon,69,69,76,69,86,91,4,False,http://cdn.bulbagarden.net/upload/2/2b/457MS.png,Water,,1.2,24.0
528,458,Mantyke,45,20,50,60,120,50,4,False,http://cdn.bulbagarden.net/upload/8/80/458MS.png,Water,Flying,1.0,65.0
529,459,Snover,60,62,50,62,60,40,4,False,http://cdn.bulbagarden.net/upload/0/06/459MS.png,Grass,Ice,1.0,50.5
530,460,Abomasnow,90,92,75,92,85,60,4,False,http://cdn.bulbagarden.net/upload/f/fc/460MS.png,Grass,Ice,2.2,135.5
531,460,Abomasnow (Mega Abomasnow),90,132,105,132,105,30,4,False,https://cdn.bulbagarden.net/upload/8/87/460MMS.png,Grass,Ice,2.7,185.0
532,461,Weavile,70,120,65,45,85,125,4,False,http://cdn.bulbagarden.net/upload/9/96/461MS.png,Dark,Ice,1.1,34.0
533,462,Magnezone,70,70,115,130,90,60,4,False,http://cdn.bulbagarden.net/upload/2/26/462MS.png,Electric,Steel,1.2,180.0
534,463,Lickilicky,110,85,95,80,95,50,4,False,http://cdn.bulbagarden.net/upload/9/9b/463MS.png,Normal,,1.7,140.0
535,464,Rhyperior,115,140,130,55,55,40,4,False,http://cdn.bulbagarden.net/upload/e/e9/464MS.png,Ground,Rock,2.4,282.8
536,465,Tangrowth,100,100,125,110,50,50,4,False,http://cdn.bulbagarden.net/upload/a/aa/465MS.png,Grass,,2.0,128.6
537,466,Electivire,75,123,67,95,85,95,4,False,http://cdn.bulbagarden.net/upload/5/53/466MS.png,Electric,,1.8,138.6
538,467,Magmortar,75,95,67,125,95,83,4,False,http://cdn.bulbagarden.net/upload/4/4e/467MS.png,Fire,,1.6,68.0
539,468,Togekiss,85,50,95,120,115,80,4,False,http://cdn.bulbagarden.net/upload/6/63/468MS.png,Fairy,Flying,1.5,38.0
540,469,Yanmega,86,76,86,116,56,95,4,False,http://cdn.bulbagarden.net/upload/a/aa/469MS.png,Bug,Flying,1.9,51.5
541,470,Leafeon,65,110,130,60,65,95,4,False,http://cdn.bulbagarden.net/upload/1/12/470MS.png,Grass,,1.0,25.5
542,471,Glaceon,65,60,110,130,95,65,4,False,http://cdn.bulbagarden.net/upload/b/bb/471MS.png,Ice,,0.8,25.9
543,472,Gliscor,75,95,125,45,75,95,4,False,http://cdn.bulbagarden.net/upload/a/ad/472MS.png,Ground,Flying,2.0,42.5
544,473,Mamoswine,110,130,80,70,60,80,4,False,http://cdn.bulbagarden.net/upload/1/12/473MS.png,Ice,Ground,2.5,291.0
545,474,Porygon-Z,85,80,70,135,75,90,4,False,http://cdn.bulbagarden.net/upload/6/65/474MS.png,Normal,,0.9,34.0
547,475,Gallade,68,125,65,65,115,80,4,False,http://cdn.bulbagarden.net/upload/8/85/475MS.png,Psychic,Fighting,1.6,52.0
546,475,Gallade (Mega Gallade),68,165,95,65,115,110,4,False,https://cdn.bulbagarden.net/upload/0/0a/475MMS.png,Psychic,Fighting,1.6,56.4
548,476,Probopass,60,55,145,75,150,40,4,False,http://cdn.bulbagarden.net/upload/a/aa/476MS.png,Rock,Steel,1.4,340.0
549,477,Dusknoir,45,100,135,65,135,45,4,False,http://cdn.bulbagarden.net/upload/7/71/477MS.png,Ghost,,2.2,106.6
550,478,Froslass,70,80,70,80,70,110,4,False,http://cdn.bulbagarden.net/upload/8/8f/478MS.png,Ice,Ghost,1.3,26.6
553,479,Rotom,50,50,77,95,77,91,4,False,http://cdn.bulbagarden.net/upload/1/14/479MS.png,Electric,Ghost,0.3,0.3
555,479,Rotom (Fan Rotom),50,65,107,105,107,86,4,False,https://cdn.bulbagarden.net/upload/3/3a/479FMS.png,Electric,Flying,0.3,0.3
556,479,Rotom (Frost Rotom),50,65,107,105,107,86,4,False,https://cdn.bulbagarden.net/upload/d/d8/479RMS.png,Electric,Ice,0.3,0.3
554,479,Rotom (Heat Rotom),50,65,107,105,107,86,4,False,https://cdn.bulbagarden.net/upload/8/87/479OMS.png,Electric,Fire,0.3,0.3
551,479,Rotom (Mow Rotom),50,65,107,105,107,86,4,False,https://cdn.bulbagarden.net/upload/d/dc/479LMS.png,Electric,Grass,0.3,0.3
552,479,Rotom (Wash Rotom),50,65,107,105,107,86,4,False,https://cdn.bulbagarden.net/upload/5/54/479WMS.png,Electric,Water,0.3,0.3
557,480,Uxie,75,75,130,75,130,95,4,True,http://cdn.bulbagarden.net/upload/0/0e/480MS.png,Psychic,,0.3,0.3
558,481,Mesprit,80,105,105,105,105,80,4,True,http://cdn.bulbagarden.net/upload/c/c7/481MS.png,Psychic,,0.3,0.3
559,482,Azelf,75,125,70,125,70,115,4,True,http://cdn.bulbagarden.net/upload/0/01/482MS.png,Psychic,,0.3,0.3
560,483,Dialga,100,120,120,150,100,90,4,True,http://cdn.bulbagarden.net/upload/c/ca/483MS.png,Steel,Dragon,5.4,683.0
561,484,Palkia,90,120,100,150,120,100,4,True,http://cdn.bulbagarden.net/upload/2/24/484MS.png,Water,Dragon,4.2,336.0
562,485,Heatran,91,90,106,130,106,77,4,True,http://cdn.bulbagarden.net/upload/c/cf/485MS.png,Fire,Steel,1.7,430.0
563,486,Regigigas,110,160,110,80,110,100,4,True,http://cdn.bulbagarden.net/upload/8/8e/486MS.png,Normal,,3.7,420.0
565,487,Giratina (Altered Forme),150,100,120,100,120,90,4,True,http://cdn.bulbagarden.net/upload/e/e8/487MS.png,Ghost,Dragon,4.5,750.0
564,487,Giratina (Origin Forme),150,120,100,120,100,90,4,True,https://cdn.bulbagarden.net/upload/2/2f/487OMS.png,Ghost,Dragon,6.9,650.0
566,488,Cresselia,120,70,120,75,130,85,4,True,http://cdn.bulbagarden.net/upload/5/51/488MS.png,Psychic,,1.5,85.6
567,489,Phione,80,80,80,80,80,80,4,False,http://cdn.bulbagarden.net/upload/c/ce/489MS.png,Water,,0.4,3.1
568,490,Manaphy,100,100,100,100,100,100,4,True,http://cdn.bulbagarden.net/upload/0/01/490MS.png,Water,,0.3,1.4
569,491,Darkrai,70,90,90,135,90,125,4,True,http://cdn.bulbagarden.net/upload/a/a7/491MS.png,Dark,,1.5,50.5
570,492,Shaymin (Land Forme),100,100,100,100,100,100,4,True,http://cdn.bulbagarden.net/upload/a/a6/492MS.png,Grass,,0.2,2.1
571,492,Shaymin (Sky Forme),100,103,75,120,75,127,4,True,https://cdn.bulbagarden.net/upload/6/68/492SMS.png,Grass,,0.4,5.2
572,493,Arceus,120,120,120,120,120,120,4,True,http://cdn.bulbagarden.net/upload/9/94/493MS.png,Normal,,3.2,320.0
573,494,Victini,100,100,100,100,100,100,5,True,http://cdn.bulbagarden.net/upload/0/0c/494MS.png,Psychic,Fire,0.4,4.0
574,495,Snivy,45,45,55,45,55,63,5,False,http://cdn.bulbagarden.net/upload/2/23/495MS.png,Grass,,0.6,8.1
575,496,Servine,60,60,75,60,75,83,5,False,http://cdn.bulbagarden.net/upload/8/8f/496MS.png,Grass,,0.8,16.0
576,497,Serperior,75,75,95,75,95,113,5,False,http://cdn.bulbagarden.net/upload/2/2e/497MS.png,Grass,,3.3,63.0
577,498,Tepig,65,63,45,45,45,45,5,False,http://cdn.bulbagarden.net/upload/6/6f/498MS.png,Fire,,0.5,9.9
578,499,Pignite,90,93,55,70,55,55,5,False,http://cdn.bulbagarden.net/upload/2/29/499MS.png,Fire,Fighting,1.0,55.5
579,500,Emboar,110,123,65,100,65,65,5,False,http://cdn.bulbagarden.net/upload/b/be/500MS.png,Fire,Fighting,1.6,150.0
580,501,Oshawott,55,55,45,63,45,45,5,False,http://cdn.bulbagarden.net/upload/c/cb/501MS.png,Water,,0.5,5.9
581,502,Dewott,75,75,60,83,60,60,5,False,http://cdn.bulbagarden.net/upload/e/ed/502MS.png,Water,,0.8,24.5
582,503,Samurott,95,100,85,108,70,70,5,False,http://cdn.bulbagarden.net/upload/9/99/503MS.png,Water,,1.5,94.6
583,504,Patrat,45,55,39,35,39,42,5,False,http://cdn.bulbagarden.net/upload/7/73/504MS.png,Normal,,0.5,11.6
584,505,Watchog,60,85,69,60,69,77,5,False,http://cdn.bulbagarden.net/upload/9/9b/505MS.png,Normal,,1.1,27.0
585,506,Lillipup,45,60,45,25,45,55,5,False,http://cdn.bulbagarden.net/upload/c/cc/506MS.png,Normal,,0.4,4.1
586,507,Herdier,65,80,65,35,65,60,5,False,http://cdn.bulbagarden.net/upload/f/f2/507MS.png,Normal,,0.9,14.7
587,508,Stoutland,85,110,90,45,90,80,5,False,http://cdn.bulbagarden.net/upload/0/0f/508MS.png,Normal,,1.2,61.0
588,509,Purrloin,41,50,37,50,37,66,5,False,http://cdn.bulbagarden.net/upload/b/b5/509MS.png,Dark,,0.4,10.1
589,510,Liepard,64,88,50,88,50,106,5,False,http://cdn.bulbagarden.net/upload/4/4e/510MS.png,Dark,,1.1,37.5
590,511,Pansage,50,53,48,53,48,64,5,False,http://cdn.bulbagarden.net/upload/9/99/511MS.png,Grass,,0.6,10.5
591,512,Simisage,75,98,63,98,63,101,5,False,http://cdn.bulbagarden.net/upload/6/6a/512MS.png,Grass,,1.1,30.5
592,513,Pansear,50,53,48,53,48,64,5,False,http://cdn.bulbagarden.net/upload/c/cb/513MS.png,Fire,,0.6,11.0
